id,sku,field,existing_value,archive_value,final_value,reason
product-062853,062853,material,,"Hickory, wicker, willow, wood","Hickory, wicker, willow, wood",filled-from-archive
product-062853,062853,style,Rustic,Rustic,Rustic,unchanged-same
product-062853,062853,period,,,,both-empty
product-062853,062853,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-reg5344,REG5344,title,"Contemporary American Patinated Bronze Abstract Sculpture on Marble Base, in the Style of Brancusi","Contemporary American Patinated Bronze Abstract Sculpture on Marble Base, in the Style of Brancusi","Contemporary American Patinated Bronze Abstract Sculpture on Marble Base, in the Style of Brancusi",unchanged-same
product-reg5344,REG5344,description,"Contemporary American abstract sculpture made of patinated bronze, mounted on a square white marble base. (in the style of BRANCUSI).","Contemporary American abstract sculpture made of patinated bronze, mounted on a square white marble base. (in the style of BRANCUSI).","Contemporary American abstract sculpture made of patinated bronze, mounted on a square white marble base. (in the style of BRANCUSI).",unchanged-same
product-reg5344,REG5344,dimensions,,,,both-empty
product-reg5344,REG5344,price,"$3,800","$3,800","$3,800",unchanged-same
product-reg5344,REG5344,material,,"Bronze, marble, metal","Bronze, marble, metal",filled-from-archive
product-reg5344,REG5344,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-reg5344,REG5344,period,,,,both-empty
product-reg5344,REG5344,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-057077a,057077A,title,Pair of Continental Laplander Painted Figures,Pair of Continental Laplander Painted Figures,Pair of Continental Laplander Painted Figures,unchanged-same
product-057077a,057077A,description,PAIR of Continental Laplander (19th Cent) carousel style carved and painted life size figures (man & woman).,PAIR of Continental Laplander (19th Cent) carousel style carved and painted life size figures (man & woman).,PAIR of Continental Laplander (19th Cent) carousel style carved and painted life size figures (man & woman).,unchanged-same
product-057077a,057077A,dimensions,,,,both-empty
product-057077a,057077A,price,"$24,000","$24,000","$24,000",unchanged-same
product-057077a,057077A,material,,"Carved, painted","Carved, painted",filled-from-archive
product-057077a,057077A,style,Continental,Continental,Continental,unchanged-same
product-057077a,057077A,period,,,,both-empty
product-057077a,057077A,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-040899,040899,title,Monumental Carousel Rooster Figure,Monumental Carousel Rooster Figure,Monumental Carousel Rooster Figure,unchanged-same
product-040899,040899,description,Carousel style (19/20th Cent) carved walnut monumental rooster figure on iron stand with brass pole.,Carousel style (19/20th Cent) carved walnut monumental rooster figure on iron stand with brass pole.,Carousel style (19/20th Cent) carved walnut monumental rooster figure on iron stand with brass pole.,unchanged-same
product-040899,040899,dimensions,,,,both-empty
product-040899,040899,price,"$17,500","$17,500","$17,500",unchanged-same
product-040899,040899,material,,"Brass, carved, iron, walnut","Brass, carved, iron, walnut",filled-from-archive
product-040899,040899,style,American,American,American,unchanged-same
product-040899,040899,period,,,,both-empty
product-040899,040899,availability,,,,both-empty
product-040606,040606,title,Pair of Italian Venetian Polychromed Figures,Pair of Italian Venetian Polychromed Figures,Pair of Italian Venetian Polychromed Figures,unchanged-same
product-040606,040606,description,PAIR of Italian Venetian (19th Cent) polychromed large blackamoor figures holding gilt and floral porcelain candelabra.,PAIR of Italian Venetian (19th Cent) polychromed large blackamoor figures holding gilt and floral porcelain candelabra.,PAIR of Italian Venetian (19th Cent) polychromed large blackamoor figures holding gilt and floral porcelain candelabra.,unchanged-same
product-040606,040606,dimensions,,,,both-empty
product-040606,040606,price,"$18,000","$18,000","$18,000",unchanged-same
product-040606,040606,material,,Porcelain,Porcelain,filled-from-archive
product-040606,040606,style,Italian,Italian,Italian,unchanged-same
product-040606,040606,period,,,,both-empty
product-040606,040606,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl2459,NWL2459,title,Chinese Carved Whitewashed Wooden Ram Statue,Chinese Carved Whitewashed Wooden Ram Statue,Chinese Carved Whitewashed Wooden Ram Statue,unchanged-same
product-nwl2459,NWL2459,description,Chinese carved wooden ram lying down and painted with a whitewash finish..,Chinese carved wooden ram lying down and painted with a whitewash finish..,Chinese carved wooden ram lying down and painted with a whitewash finish..,unchanged-same
product-nwl2459,NWL2459,dimensions,,,,both-empty
product-nwl2459,NWL2459,price,"$8,250","$8,250","$8,250",unchanged-same
product-nwl2459,NWL2459,material,,"Carved, painted, wood","Carved, painted, wood",filled-from-archive
product-nwl2459,NWL2459,style,Asian,Asian,Asian,unchanged-same
product-nwl2459,NWL2459,period,,,,both-empty
product-nwl2459,NWL2459,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-duf0830,DUF0830,title,Pair of Cleo Baldon for Terra of California Mid-Century American X-Frame Avocado Green Barstools,Pair of Cleo Baldon for Terra of California Mid-Century American X-Frame Avocado Green Barstools,Pair of Cleo Baldon for Terra of California Mid-Century American X-Frame Avocado Green Barstools,unchanged-same
product-duf0830,DUF0830,description,"PAIR of Mid-Century American (1970s) X-Frame bar stools with, upholstered avocado green leather seats with button tufted detail, resting on sturdy iron and oak frames. (CLEO BALDON FOR TERRA OF CALIFORNIA)(PRICED AS PAIR) (Other examples in different upholstery: DUF0832, DUF0833, DUF0834).","PAIR of Mid-Century American (1970s) X-Frame bar stools with, upholstered avocado green leather seats with button tufted detail, resting on sturdy iron and oak frames. (CLEO BALDON FOR TERRA OF CALIFORNIA)(PRICED AS PAIR) (Other examples in different upholstery: DUF0832, DUF0833, DUF0834).","PAIR of Mid-Century American (1970s) X-Frame bar stools with, upholstered avocado green leather seats with button tufted detail, resting on sturdy iron and oak frames. (CLEO BALDON FOR TERRA OF CALIFORNIA)(PRICED AS PAIR) (Other examples in different upholstery: DUF0832, DUF0833, DUF0834).",unchanged-same
product-duf0830,DUF0830,dimensions,,,,both-empty
product-duf0830,DUF0830,price,"$7,600","$7,600","$7,600",unchanged-same
product-duf0830,DUF0830,material,,"Iron, metal, oak, tufted, upholstered, wood","Iron, metal, oak, tufted, upholstered, wood",filled-from-archive
product-duf0830,DUF0830,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-duf0830,DUF0830,period,,,,both-empty
product-duf0830,DUF0830,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-duf0873,DUF0873,title,Pair of Designs for Leisure Mid-Century American Fluted Column Floral Upholstered Swivel Bar Stools,Pair of Designs for Leisure Mid-Century American Fluted Column Floral Upholstered Swivel Bar Stools,Pair of Designs for Leisure Mid-Century American Fluted Column Floral Upholstered Swivel Bar Stools,unchanged-same
product-duf0873,DUF0873,description,"PAIR of Mid-Century American brass swivel bar stools upholstered in a faint mauve-striped floral fabric with low curved backrest, a thick fluted column base plus pierced foot ring. (DESIGNS FOR LEISURE) (PRICED AS PAIR) Other example in different upholstery: DUF0872.","PAIR of Mid-Century American brass swivel bar stools upholstered in a faint mauve-striped floral fabric with low curved backrest, a thick fluted column base plus pierced foot ring. (DESIGNS FOR LEISURE) (PRICED AS PAIR) Other example in different upholstery: DUF0872.","PAIR of Mid-Century American brass swivel bar stools upholstered in a faint mauve-striped floral fabric with low curved backrest, a thick fluted column base plus pierced foot ring. (DESIGNS FOR LEISURE) (PRICED AS PAIR) Other example in different upholstery: DUF0872.",unchanged-same
product-duf0873,DUF0873,dimensions,,,,both-empty
product-duf0873,DUF0873,price,"$17,000","$17,000","$17,000",unchanged-same
product-duf0873,DUF0873,material,,"Brass, fabric, metal, upholstered","Brass, fabric, metal, upholstered",filled-from-archive
product-duf0873,DUF0873,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-duf0873,DUF0873,period,,,,both-empty
product-duf0873,DUF0873,availability,,,,both-empty
product-064026,064026,title,Contemporary Makonde Style Hand Carved Wooden Sculpture on a Base,Contemporary Makonde Style Hand Carved Wooden Sculpture on a Base,Contemporary Makonde Style Hand Carved Wooden Sculpture on a Base,unchanged-same
product-064026,064026,description,Contemporary Makonde style (African) rosewood carved with filigree design cylindrical wooden sculpture on a square shaped base.,Contemporary Makonde style (African) rosewood carved with filigree design cylindrical wooden sculpture on a square shaped base.,Contemporary Makonde style (African) rosewood carved with filigree design cylindrical wooden sculpture on a square shaped base.,unchanged-same
product-064026,064026,dimensions,,,,both-empty
product-064026,064026,price,$475,$475,$475,unchanged-same
product-064026,064026,material,,,,both-empty
product-064026,064026,style,Misc. Style,Misc. Style,Misc. Style,unchanged-same
product-064026,064026,period,,,,both-empty
product-064026,064026,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-reg4876,REG4876,title,English Regency Mahogany Semi-Circular Bench,English Regency Mahogany Semi-Circular Bench,English Regency Mahogany Semi-Circular Bench,unchanged-same
product-reg4876,REG4876,description,English Regency mahogany semi-circular bench with a fluted interior frame and caned seat supporting an off-white fabric upholstered seat cushion and resting on 5 square and 4 fluted sabre legs..,English Regency mahogany semi-circular bench with a fluted interior frame and caned seat supporting an off-white fabric upholstered seat cushion and resting on 5 square and 4 fluted sabre legs..,English Regency mahogany semi-circular bench with a fluted interior frame and caned seat supporting an off-white fabric upholstered seat cushion and resting on 5 square and 4 fluted sabre legs..,unchanged-same
product-reg4876,REG4876,dimensions,,,,both-empty
product-reg4876,REG4876,price,"$16,500","$16,500","$16,500",unchanged-same
product-reg4876,REG4876,material,,"Fabric, mahogany, upholstered, wood","Fabric, mahogany, upholstered, wood",filled-from-archive
product-reg4876,REG4876,style,English,English,English,unchanged-same
product-reg4876,REG4876,period,,,,both-empty
product-reg4876,REG4876,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-reg5311,REG5311,title,Italian Silvered Bronze Equestrian Figure,Italian Silvered Bronze Equestrian Figure,Italian Silvered Bronze Equestrian Figure,unchanged-same
product-reg5311,REG5311,description,Italian Renaissance style (19th Century) silvered bronze equestrian figure / statue of Knight resting on a rectangular marble base.,Italian Renaissance style (19th Century) silvered bronze equestrian figure / statue of Knight resting on a rectangular marble base.,Italian Renaissance style (19th Century) silvered bronze equestrian figure / statue of Knight resting on a rectangular marble base.,unchanged-same
product-reg5311,REG5311,dimensions,,,,both-empty
product-reg5311,REG5311,price,"$14,500","$14,500","$14,500",unchanged-same
product-reg5311,REG5311,material,,Bronze,Bronze,filled-from-archive
product-reg5311,REG5311,style,"Mid-Century, Italian","Mid-Century, Italian","Mid-Century, Italian",unchanged-same
product-reg5311,REG5311,period,,,,both-empty
product-reg5311,REG5311,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-031072a,031072A,title,Pair of Monumental Figures of a Duke & Duchess,Pair of Monumental Figures of a Duke & Duchess,Pair of Monumental Figures of a Duke & Duchess,unchanged-same
product-031072a,031072A,description,PAIR of French (19th Cent) white painted monumental figures of a Duke & Duchess on square bases. (att. to be patron saints of a provincial French town & used in an annual parade).,PAIR of French (19th Cent) white painted monumental figures of a Duke & Duchess on square bases. (att. to be patron saints of a provincial French town & used in an annual parade).,PAIR of French (19th Cent) white painted monumental figures of a Duke & Duchess on square bases. (att. to be patron saints of a provincial French town & used in an annual parade).,unchanged-same
product-031072a,031072A,dimensions,,,,both-empty
product-031072a,031072A,price,"$95,000","$95,000","$95,000",unchanged-same
product-031072a,031072A,material,,Painted,Painted,filled-from-archive
product-031072a,031072A,style,French,French,French,unchanged-same
product-031072a,031072A,period,,,,both-empty
product-031072a,031072A,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-reg5109,REG5109,title,Pair of Stone and Obelisk Architectural Elements,Pair of Stone and Obelisk Architectural Elements,Pair of Stone and Obelisk Architectural Elements,unchanged-same
